Local Time,Demand
23Sep2023 22:00:00,"30,016"
23Sep2023 23:00:00,"28,962"
24Sep2023 0:00:00,"27,616"
24Sep2023 1:00:00,"28,470"
24Sep2023 2:00:00,"27,411"
24Sep2023 3:00:00,"26,430"
24Sep2023 4:00:00,"25,839"
24Sep2023 5:00:00,"25,362"
24Sep2023 6:00:00,"25,128"
24Sep2023 7:00:00,"25,224"
24Sep2023 8:00:00,"25,703"
24Sep2023 9:00:00,"25,995"
24Sep2023 10:00:00,"27,124"
24Sep2023 11:00:00,"26,412"
24Sep2023 12:00:00,"25,075"
24Sep2023 13:00:00,"24,089"
24Sep2023 14:00:00,"24,424"
24Sep2023 15:00:00,"24,834"
24Sep2023 16:00:00,"26,754"
24Sep2023 17:00:00,"28,743"
24Sep2023 18:00:00,"30,954"
24Sep2023 19:00:00,"32,904"
24Sep2023 20:00:00,"34,360"
24Sep2023 21:00:00,"34,537"
24Sep2023 22:00:00,"33,241"
24Sep2023 23:00:00,"31,830"
25Sep2023 0:00:00,"29,873"
25Sep2023 1:00:00,"28,006"
25Sep2023 2:00:00,"26,861"
25Sep2023 3:00:00,"25,852"
25Sep2023 4:00:00,"25,500"
25Sep2023 5:00:00,"25,441"
25Sep2023 6:00:00,"26,032"
25Sep2023 7:00:00,"27,275"
25Sep2023 8:00:00,"28,937"
25Sep2023 9:00:00,"30,302"
25Sep2023 10:00:00,"31,035"
25Sep2023 11:00:00,"31,060"
25Sep2023 12:00:00,"31,010"
25Sep2023 13:00:00,"30,256"
25Sep2023 14:00:00,"29,915"
25Sep2023 15:00:00,"29,955"
25Sep2023 16:00:00,"31,119"
25Sep2023 17:00:00,"33,070"
25Sep2023 18:00:00,"34,904"
25Sep2023 19:00:00,"35,872"
25Sep2023 20:00:00,"36,687"
25Sep2023 21:00:00,"36,608"
25Sep2023 22:00:00,"34,909"
25Sep2023 23:00:00,"33,356"
26Sep2023 0:00:00,"31,094"
26Sep2023 1:00:00,"29,135"
26Sep2023 2:00:00,"27,928"
26Sep2023 3:00:00,"26,954"
26Sep2023 4:00:00,"26,287"
26Sep2023 5:00:00,"25,902"
26Sep2023 6:00:00,"26,247"
26Sep2023 7:00:00,"27,466"
26Sep2023 8:00:00,"29,527"
26Sep2023 9:00:00,"30,808"
26Sep2023 10:00:00,"32,655"
26Sep2023 11:00:00,"31,891"
26Sep2023 12:00:00,"31,624"
26Sep2023 13:00:00,"31,117"
26Sep2023 14:00:00,"31,313"
26Sep2023 15:00:00,"31,229"
26Sep2023 16:00:00,"32,463"
26Sep2023 17:00:00,"34,468"
26Sep2023 18:00:00,"36,454"
26Sep2023 19:00:00,"37,606"
26Sep2023 20:00:00,"37,986"
26Sep2023 21:00:00,"37,226"
26Sep2023 22:00:00,"35,835"
26Sep2023 23:00:00,"34,256"
27Sep2023 0:00:00,"32,030"
27Sep2023 1:00:00,"29,968"
27Sep2023 2:00:00,"28,495"
27Sep2023 3:00:00,"27,254"
27Sep2023 4:00:00,"26,384"
27Sep2023 5:00:00,"26,308"
27Sep2023 6:00:00,"26,331"
27Sep2023 7:00:00,"27,614"
27Sep2023 8:00:00,"29,336"
27Sep2023 9:00:00,"30,819"
27Sep2023 10:00:00,"32,186"
27Sep2023 11:00:00,"32,213"
27Sep2023 12:00:00,"32,143"
27Sep2023 13:00:00,"31,112"
27Sep2023 14:00:00,"31,239"
27Sep2023 15:00:00,"31,243"
27Sep2023 16:00:00,"32,334"
27Sep2023 17:00:00,"34,264"
27Sep2023 18:00:00,"35,842"
27Sep2023 19:00:00,"37,287"
27Sep2023 20:00:00,"37,758"
27Sep2023 21:00:00,"37,442"
27Sep2023 22:00:00,"36,026"
27Sep2023 23:00:00,"34,287"
28Sep2023 0:00:00,"31,998"
28Sep2023 1:00:00,"29,890"
28Sep2023 2:00:00,"28,385"
28Sep2023 3:00:00,"27,444"
28Sep2023 4:00:00,"26,616"
28Sep2023 5:00:00,"26,274"
28Sep2023 6:00:00,"26,655"
28Sep2023 7:00:00,"27,982"
28Sep2023 8:00:00,"29,948"
28Sep2023 9:00:00,"31,205"
28Sep2023 10:00:00,"31,774"
28Sep2023 11:00:00,"31,746"
28Sep2023 12:00:00,"31,044"
28Sep2023 13:00:00,"30,501"
28Sep2023 14:00:00,"30,543"
28Sep2023 15:00:00,"31,269"
28Sep2023 16:00:00,"32,225"
28Sep2023 17:00:00,"33,597"
28Sep2023 18:00:00,"35,106"
28Sep2023 19:00:00,"36,339"
28Sep2023 20:00:00,"36,824"
28Sep2023 21:00:00,"36,524"
28Sep2023 22:00:00,"35,211"
28Sep2023 23:00:00,"33,677"
29Sep2023 0:00:00,"31,696"
29Sep2023 1:00:00,"29,795"
29Sep2023 2:00:00,"28,659"
29Sep2023 3:00:00,"27,490"
29Sep2023 4:00:00,"26,856"
29Sep2023 5:00:00,"26,379"
29Sep2023 6:00:00,"26,663"
29Sep2023 7:00:00,"27,959"
29Sep2023 8:00:00,"29,929"
29Sep2023 9:00:00,"31,099"
29Sep2023 10:00:00,"32,013"
29Sep2023 11:00:00,"32,195"
29Sep2023 12:00:00,"31,834"
29Sep2023 13:00:00,"31,370"
29Sep2023 14:00:00,"31,298"
29Sep2023 15:00:00,"31,437"
29Sep2023 16:00:00,"31,787"
29Sep2023 17:00:00,"32,179"
29Sep2023 18:00:00,"33,029"
29Sep2023 19:00:00,"33,212"
29Sep2023 20:00:00,"33,820"
29Sep2023 21:00:00,"33,841"
29Sep2023 22:00:00,"32,897"
29Sep2023 23:00:00,"32,166"
30Sep2023 0:00:00,"30,636"
30Sep2023 1:00:00,"28,992"
30Sep2023 2:00:00,"28,194"
30Sep2023 3:00:00,"27,144"
30Sep2023 4:00:00,"26,424"
30Sep2023 5:00:00,"25,558"
30Sep2023 6:00:00,"25,368"
30Sep2023 7:00:00,"25,799"
30Sep2023 8:00:00,"26,381"
30Sep2023 9:00:00,"26,897"
30Sep2023 10:00:00,"27,838"
30Sep2023 11:00:00,"28,262"
30Sep2023 12:00:00,"27,964"
30Sep2023 13:00:00,"27,656"
30Sep2023 14:00:00,"27,709"
30Sep2023 15:00:00,"27,248"
30Sep2023 16:00:00,"27,498"
30Sep2023 17:00:00,"26,916"
30Sep2023 18:00:00,"27,667"
30Sep2023 19:00:00,"28,419"
30Sep2023 20:00:00,"29,690"
30Sep2023 21:00:00,"30,513"
30Sep2023 22:00:00,"29,807"
30Sep2023 23:00:00,"29,122"
01Oct2023 0:00:00,"28,205"
01Oct2023 1:00:00,"27,166"
01Oct2023 2:00:00,"26,438"
01Oct2023 3:00:00,"25,688"
01Oct2023 4:00:00,"24,950"
01Oct2023 5:00:00,"24,498"
01Oct2023 6:00:00,"24,206"
01Oct2023 7:00:00,"24,366"
01Oct2023 8:00:00,"24,825"
01Oct2023 9:00:00,"25,271"
01Oct2023 10:00:00,"26,606"
01Oct2023 11:00:00,"26,067"
01Oct2023 12:00:00,"24,819"
01Oct2023 13:00:00,"23,735"
01Oct2023 14:00:00,"23,456"
01Oct2023 15:00:00,"23,201"
01Oct2023 16:00:00,"23,423"
01Oct2023 17:00:00,"24,414"
01Oct2023 18:00:00,"25,891"
01Oct2023 19:00:00,"28,053"
01Oct2023 20:00:00,"29,951"
01Oct2023 21:00:00,"30,887"
01Oct2023 22:00:00,"30,049"
01Oct2023 23:00:00,"29,422"
02Oct2023 0:00:00,"28,161"
02Oct2023 1:00:00,"26,492"
02Oct2023 2:00:00,"25,588"
02Oct2023 3:00:00,"24,883"
02Oct2023 4:00:00,"24,257"
02Oct2023 5:00:00,"24,119"
02Oct2023 6:00:00,"24,477"
02Oct2023 7:00:00,"25,831"
02Oct2023 8:00:00,"27,829"
02Oct2023 9:00:00,"28,719"
02Oct2023 10:00:00,"29,557"
02Oct2023 11:00:00,"29,612"
02Oct2023 12:00:00,"28,371"
02Oct2023 13:00:00,"27,953"
02Oct2023 14:00:00,"27,622"
02Oct2023 15:00:00,"27,114"
02Oct2023 16:00:00,"27,452"
02Oct2023 17:00:00,"28,533"
02Oct2023 18:00:00,"29,599"
02Oct2023 19:00:00,"31,679"
02Oct2023 20:00:00,"33,178"
02Oct2023 21:00:00,"33,542"
02Oct2023 22:00:00,"32,624"
02Oct2023 23:00:00,"31,357"
03Oct2023 0:00:00,"29,446"
03Oct2023 1:00:00,"27,938"
03Oct2023 2:00:00,"27,279"
03Oct2023 3:00:00,"26,127"
03Oct2023 4:00:00,"25,698"
03Oct2023 5:00:00,"25,118"
03Oct2023 6:00:00,"25,359"
03Oct2023 7:00:00,"26,713"
03Oct2023 8:00:00,"28,693"
03Oct2023 9:00:00,"29,328"
03Oct2023 10:00:00,"29,705"
03Oct2023 11:00:00,"29,376"
03Oct2023 12:00:00,"28,623"
03Oct2023 13:00:00,"28,054"
03Oct2023 14:00:00,"28,360"
03Oct2023 15:00:00,"28,868"
03Oct2023 16:00:00,"29,898"
03Oct2023 17:00:00,"31,298"
03Oct2023 18:00:00,"32,901"
03Oct2023 19:00:00,"34,191"
03Oct2023 20:00:00,"35,366"
03Oct2023 21:00:00,"35,300"
03Oct2023 22:00:00,"34,384"
03Oct2023 23:00:00,"33,148"
04Oct2023 0:00:00,"30,870"
04Oct2023 1:00:00,"28,854"
04Oct2023 2:00:00,"27,739"
04Oct2023 3:00:00,"26,627"
04Oct2023 4:00:00,"25,947"
04Oct2023 5:00:00,"25,859"
04Oct2023 6:00:00,"25,964"
04Oct2023 7:00:00,"27,121"
04Oct2023 8:00:00,"28,995"
04Oct2023 9:00:00,"29,750"
04Oct2023 10:00:00,"31,017"
04Oct2023 11:00:00,"31,094"
04Oct2023 12:00:00,"30,320"
04Oct2023 13:00:00,"30,042"
04Oct2023 14:00:00,"30,863"
04Oct2023 15:00:00,"31,916"
04Oct2023 16:00:00,"33,992"
04Oct2023 17:00:00,"36,484"
04Oct2023 18:00:00,"38,514"
04Oct2023 19:00:00,"39,723"
04Oct2023 20:00:00,"39,750"
04Oct2023 21:00:00,"38,920"
04Oct2023 22:00:00,"37,324"
04Oct2023 23:00:00,"35,521"
05Oct2023 0:00:00,"33,085"
05Oct2023 1:00:00,"30,974"
05Oct2023 2:00:00,"29,566"
05Oct2023 3:00:00,"28,233"
05Oct2023 4:00:00,"27,306"
05Oct2023 5:00:00,"26,774"
05Oct2023 6:00:00,"27,086"
05Oct2023 7:00:00,"28,285"
05Oct2023 8:00:00,"30,185"
05Oct2023 9:00:00,"31,252"
05Oct2023 10:00:00,"32,648"
05Oct2023 11:00:00,"33,058"
05Oct2023 12:00:00,"33,591"
05Oct2023 13:00:00,"34,331"
05Oct2023 14:00:00,"35,250"
05Oct2023 15:00:00,"36,721"
05Oct2023 16:00:00,"39,174"
05Oct2023 17:00:00,"41,762"
05Oct2023 18:00:00,"43,473"
05Oct2023 19:00:00,"43,970"
05Oct2023 20:00:00,"42,996"
05Oct2023 21:00:00,"41,445"
05Oct2023 22:00:00,"39,430"
05Oct2023 23:00:00,"37,360"
06Oct2023 0:00:00,"34,537"
06Oct2023 1:00:00,"32,140"
06Oct2023 2:00:00,"30,175"
06Oct2023 3:00:00,"28,728"
06Oct2023 4:00:00,"28,196"
06Oct2023 5:00:00,"27,798"
06Oct2023 6:00:00,"28,303"
06Oct2023 7:00:00,"28,809"
06Oct2023 8:00:00,"30,687"
06Oct2023 9:00:00,"31,803"
06Oct2023 10:00:00,"33,936"
06Oct2023 11:00:00,"34,261"
06Oct2023 12:00:00,"34,099"
06Oct2023 13:00:00,"34,856"
06Oct2023 14:00:00,"35,827"
06Oct2023 15:00:00,"37,584"
06Oct2023 16:00:00,"40,053"
06Oct2023 17:00:00,"42,736"
06Oct2023 18:00:00,"44,671"
06Oct2023 19:00:00,"44,848"
06Oct2023 20:00:00,"43,435"
06Oct2023 21:00:00,"41,328"
06Oct2023 22:00:00,"39,100"
06Oct2023 23:00:00,"37,159"
07Oct2023 0:00:00,"34,511"
07Oct2023 1:00:00,"32,090"
07Oct2023 2:00:00,"30,078"
07Oct2023 3:00:00,"28,619"
07Oct2023 4:00:00,"27,377"
07Oct2023 5:00:00,"26,671"
07Oct2023 6:00:00,"26,440"
07Oct2023 7:00:00,"26,699"
07Oct2023 8:00:00,"27,280"
07Oct2023 9:00:00,"27,674"
07Oct2023 10:00:00,"30,009"
07Oct2023 11:00:00,"29,765"
07Oct2023 12:00:00,"30,040"
07Oct2023 13:00:00,"30,512"
07Oct2023 14:00:00,"31,724"
07Oct2023 15:00:00,"33,626"
07Oct2023 16:00:00,"35,977"
07Oct2023 17:00:00,"38,715"
07Oct2023 18:00:00,"40,596"
07Oct2023 19:00:00,"41,565"
07Oct2023 20:00:00,"40,782"
07Oct2023 21:00:00,"38,876"
07Oct2023 22:00:00,"36,926"
07Oct2023 23:00:00,"35,233"
08Oct2023 0:00:00,"33,046"
08Oct2023 1:00:00,"30,913"
08Oct2023 2:00:00,"29,670"
08Oct2023 3:00:00,"28,595"
08Oct2023 4:00:00,"27,721"
08Oct2023 5:00:00,"26,676"
08Oct2023 6:00:00,"26,428"
08Oct2023 7:00:00,"26,388"
08Oct2023 8:00:00,"26,668"
08Oct2023 9:00:00,"27,013"
08Oct2023 10:00:00,"29,096"
08Oct2023 11:00:00,"29,609"
08Oct2023 12:00:00,"29,125"
08Oct2023 13:00:00,"29,107"
08Oct2023 14:00:00,"30,075"
08Oct2023 15:00:00,"31,882"
08Oct2023 16:00:00,"34,034"
08Oct2023 17:00:00,"36,198"
08Oct2023 18:00:00,"38,237"
08Oct2023 19:00:00,"39,716"
08Oct2023 20:00:00,"39,317"
08Oct2023 21:00:00,"37,868"
08Oct2023 22:00:00,"35,728"
08Oct2023 23:00:00,"33,789"
09Oct2023 0:00:00,"31,528"
09Oct2023 1:00:00,"29,441"
09Oct2023 2:00:00,"27,894"
09Oct2023 3:00:00,"26,918"
09Oct2023 4:00:00,"26,112"
09Oct2023 5:00:00,"25,594"
09Oct2023 6:00:00,"26,056"
09Oct2023 7:00:00,"27,274"
09Oct2023 8:00:00,"29,133"
09Oct2023 9:00:00,"30,600"
09Oct2023 10:00:00,"32,573"
09Oct2023 11:00:00,"32,702"
09Oct2023 12:00:00,"31,894"
09Oct2023 13:00:00,"32,357"
09Oct2023 14:00:00,"32,770"
09Oct2023 15:00:00,"33,316"
09Oct2023 16:00:00,"34,378"
09Oct2023 17:00:00,"35,259"
09Oct2023 18:00:00,"36,120"
09Oct2023 19:00:00,"36,513"
09Oct2023 20:00:00,"36,770"
09Oct2023 21:00:00,"36,145"
09Oct2023 22:00:00,"34,819"
09Oct2023 23:00:00,"33,275"
10Oct2023 0:00:00,"31,551"
10Oct2023 1:00:00,"29,423"
10Oct2023 2:00:00,"28,111"
10Oct2023 3:00:00,"27,053"
10Oct2023 4:00:00,"26,328"
10Oct2023 5:00:00,"25,984"
10Oct2023 6:00:00,"26,082"
10Oct2023 7:00:00,"27,337"
10Oct2023 8:00:00,"29,518"
10Oct2023 9:00:00,"31,121"
10Oct2023 10:00:00,"31,855"
10Oct2023 11:00:00,"32,024"
10Oct2023 12:00:00,"30,729"
10Oct2023 13:00:00,"29,981"
10Oct2023 14:00:00,"29,796"
10Oct2023 15:00:00,"30,352"
10Oct2023 16:00:00,"31,127"
10Oct2023 17:00:00,"32,160"
10Oct2023 18:00:00,"33,405"
10Oct2023 19:00:00,"34,425"
10Oct2023 20:00:00,"35,006"
10Oct2023 21:00:00,"34,696"
10Oct2023 22:00:00,"33,829"
10Oct2023 23:00:00,"32,558"
11Oct2023 0:00:00,"30,639"
11Oct2023 1:00:00,"28,978"
11Oct2023 2:00:00,"27,688"
11Oct2023 3:00:00,"26,806"
11Oct2023 4:00:00,"26,467"
11Oct2023 5:00:00,"26,117"
11Oct2023 6:00:00,"26,048"
11Oct2023 7:00:00,"27,088"
11Oct2023 8:00:00,"29,167"
11Oct2023 9:00:00,"30,517"
11Oct2023 10:00:00,"30,905"
11Oct2023 11:00:00,"30,568"
11Oct2023 12:00:00,"29,531"
11Oct2023 13:00:00,"28,711"
11Oct2023 14:00:00,"28,395"
11Oct2023 15:00:00,"28,643"
11Oct2023 16:00:00,"29,090"
11Oct2023 17:00:00,"29,961"
11Oct2023 18:00:00,"31,173"
11Oct2023 19:00:00,"32,541"
11Oct2023 20:00:00,"33,693"
11Oct2023 21:00:00,"33,741"
11Oct2023 22:00:00,"32,700"
11Oct2023 23:00:00,"31,704"
12Oct2023 0:00:00,"30,192"
12Oct2023 1:00:00,"28,126"
12Oct2023 2:00:00,"27,389"
12Oct2023 3:00:00,"26,373"
12Oct2023 4:00:00,"25,497"
12Oct2023 5:00:00,"25,429"
12Oct2023 6:00:00,"25,791"
12Oct2023 7:00:00,"26,919"
12Oct2023 8:00:00,"28,580"
12Oct2023 9:00:00,"30,010"
12Oct2023 10:00:00,"30,766"
12Oct2023 11:00:00,"30,456"
12Oct2023 12:00:00,"29,083"
12Oct2023 13:00:00,"28,221"
12Oct2023 14:00:00,"28,108"
12Oct2023 15:00:00,"28,380"
12Oct2023 16:00:00,"29,164"
12Oct2023 17:00:00,"30,621"
12Oct2023 18:00:00,"32,447"
12Oct2023 19:00:00,"33,804"
12Oct2023 20:00:00,"34,657"
12Oct2023 21:00:00,"34,046"
12Oct2023 22:00:00,"33,140"
12Oct2023 23:00:00,"32,016"
13Oct2023 0:00:00,"30,157"
13Oct2023 1:00:00,"28,437"
13Oct2023 2:00:00,"27,428"
13Oct2023 3:00:00,"26,560"
13Oct2023 4:00:00,"26,001"
13Oct2023 5:00:00,"25,951"
13Oct2023 6:00:00,"26,158"
13Oct2023 7:00:00,"27,078"
13Oct2023 8:00:00,"28,809"
13Oct2023 9:00:00,"29,586"
13Oct2023 10:00:00,"30,246"
13Oct2023 11:00:00,"30,496"
13Oct2023 12:00:00,"30,468"
13Oct2023 13:00:00,"30,168"
13Oct2023 14:00:00,"29,983"
13Oct2023 15:00:00,"30,614"
13Oct2023 16:00:00,"31,555"
13Oct2023 17:00:00,"31,874"
13Oct2023 18:00:00,"32,551"
13Oct2023 19:00:00,"33,508"
13Oct2023 20:00:00,"33,954"
13Oct2023 21:00:00,"33,338"
13Oct2023 22:00:00,"32,606"
13Oct2023 23:00:00,"31,721"
14Oct2023 0:00:00,"30,248"
14Oct2023 1:00:00,"28,551"
14Oct2023 2:00:00,"27,295"
14Oct2023 3:00:00,"26,698"
14Oct2023 4:00:00,"26,439"
14Oct2023 5:00:00,"26,414"
14Oct2023 6:00:00,"26,559"
14Oct2023 7:00:00,"26,494"
14Oct2023 8:00:00,"26,636"
14Oct2023 9:00:00,"26,721"
14Oct2023 10:00:00,"27,089"
14Oct2023 11:00:00,"27,899"
14Oct2023 12:00:00,"25,692"
14Oct2023 13:00:00,"25,500"
14Oct2023 14:00:00,"25,621"
14Oct2023 15:00:00,"25,500"
14Oct2023 16:00:00,"26,189"
14Oct2023 17:00:00,"27,998"
14Oct2023 18:00:00,"29,914"
14Oct2023 19:00:00,"32,025"
14Oct2023 20:00:00,"32,789"
14Oct2023 21:00:00,"32,186"
14Oct2023 22:00:00,"31,168"
14Oct2023 23:00:00,"30,203"
15Oct2023 0:00:00,"28,989"
15Oct2023 1:00:00,"27,587"
15Oct2023 2:00:00,"26,626"
15Oct2023 3:00:00,"25,628"
15Oct2023 4:00:00,"24,797"
15Oct2023 5:00:00,"24,483"
15Oct2023 6:00:00,"24,458"
15Oct2023 7:00:00,"24,471"
15Oct2023 8:00:00,"24,797"
15Oct2023 9:00:00,"25,116"
15Oct2023 10:00:00,"26,052"
15Oct2023 11:00:00,"26,097"
15Oct2023 12:00:00,"25,841"
15Oct2023 13:00:00,"25,117"
15Oct2023 14:00:00,"25,487"
15Oct2023 15:00:00,"25,722"
15Oct2023 16:00:00,"28,046"
15Oct2023 17:00:00,"30,627"
15Oct2023 18:00:00,"33,053"
15Oct2023 19:00:00,"34,622"
15Oct2023 20:00:00,"35,247"
15Oct2023 21:00:00,"34,594"
15Oct2023 22:00:00,"33,213"
15Oct2023 23:00:00,"31,876"
16Oct2023 0:00:00,"29,947"
16Oct2023 1:00:00,"27,966"
16Oct2023 2:00:00,"27,000"
16Oct2023 3:00:00,"26,173"
16Oct2023 4:00:00,"25,928"
16Oct2023 5:00:00,"25,886"
16Oct2023 6:00:00,"26,036"
16Oct2023 7:00:00,"27,178"
16Oct2023 8:00:00,"28,939"
16Oct2023 9:00:00,"29,848"
16Oct2023 10:00:00,"30,898"
16Oct2023 11:00:00,"31,083"
16Oct2023 12:00:00,"31,270"
16Oct2023 13:00:00,"31,324"
16Oct2023 14:00:00,"32,031"
16Oct2023 15:00:00,"33,119"
16Oct2023 16:00:00,"34,932"
16Oct2023 17:00:00,"35,851"
16Oct2023 18:00:00,"37,249"
16Oct2023 19:00:00,"38,150"
16Oct2023 20:00:00,"38,233"
16Oct2023 21:00:00,"36,912"
16Oct2023 22:00:00,"35,270"
16Oct2023 23:00:00,"33,695"
17Oct2023 0:00:00,"31,570"
17Oct2023 1:00:00,"30,102"
17Oct2023 2:00:00,"28,394"
17Oct2023 3:00:00,"27,481"
17Oct2023 4:00:00,"27,098"
17Oct2023 5:00:00,"26,706"
17Oct2023 6:00:00,"26,364"
17Oct2023 7:00:00,"27,518"
17Oct2023 8:00:00,"29,608"
17Oct2023 9:00:00,"31,381"
17Oct2023 10:00:00,"32,043"
17Oct2023 11:00:00,"32,003"
17Oct2023 12:00:00,"31,988"
17Oct2023 13:00:00,"31,723"
17Oct2023 14:00:00,"32,326"
17Oct2023 15:00:00,"33,269"
17Oct2023 16:00:00,"35,071"
17Oct2023 17:00:00,"36,355"
17Oct2023 18:00:00,"37,097"
17Oct2023 19:00:00,"37,796"
17Oct2023 20:00:00,"37,802"
17Oct2023 21:00:00,"36,961"
17Oct2023 22:00:00,"35,263"
17Oct2023 23:00:00,"33,806"
18Oct2023 0:00:00,"31,562"
18Oct2023 1:00:00,"29,530"
18Oct2023 2:00:00,"28,222"
18Oct2023 3:00:00,"27,597"
18Oct2023 4:00:00,"27,339"
18Oct2023 5:00:00,"26,977"
18Oct2023 6:00:00,"26,900"
18Oct2023 7:00:00,"27,997"
18Oct2023 8:00:00,"30,002"
18Oct2023 9:00:00,"31,316"
18Oct2023 10:00:00,"32,692"
18Oct2023 11:00:00,"33,190"
18Oct2023 12:00:00,"33,180"
18Oct2023 13:00:00,"33,302"
18Oct2023 14:00:00,"33,507"
18Oct2023 15:00:00,"34,604"
18Oct2023 16:00:00,"36,358"
18Oct2023 17:00:00,"38,355"
18Oct2023 18:00:00,"39,424"
18Oct2023 19:00:00,"40,083"
18Oct2023 20:00:00,"39,602"
18Oct2023 21:00:00,"38,378"
18Oct2023 22:00:00,"36,367"
18Oct2023 23:00:00,"34,558"
19Oct2023 0:00:00,"32,299"
19Oct2023 1:00:00,"30,136"
19Oct2023 2:00:00,"28,467"
19Oct2023 3:00:00,"27,557"
19Oct2023 4:00:00,"27,429"
19Oct2023 5:00:00,"27,206"
19Oct2023 6:00:00,"27,285"
19Oct2023 7:00:00,"27,924"
19Oct2023 8:00:00,"30,115"
19Oct2023 9:00:00,"31,285"
19Oct2023 10:00:00,"33,061"
19Oct2023 11:00:00,"34,200"
19Oct2023 12:00:00,"34,592"
19Oct2023 13:00:00,"34,529"
19Oct2023 14:00:00,"35,073"
19Oct2023 15:00:00,"36,259"
19Oct2023 16:00:00,"37,659"
19Oct2023 17:00:00,"39,654"
19Oct2023 18:00:00,"41,229"
19Oct2023 19:00:00,"41,671"
19Oct2023 20:00:00,"40,798"
19Oct2023 21:00:00,"39,367"
19Oct2023 22:00:00,"37,352"
19Oct2023 23:00:00,"35,370"
20Oct2023 0:00:00,"32,904"
20Oct2023 1:00:00,"30,641"
20Oct2023 2:00:00,"29,074"
20Oct2023 3:00:00,"28,044"
20Oct2023 4:00:00,"27,914"
20Oct2023 5:00:00,"26,903"
20Oct2023 6:00:00,"26,918"
20Oct2023 7:00:00,"27,856"
20Oct2023 8:00:00,"29,791"
20Oct2023 9:00:00,"31,033"
20Oct2023 10:00:00,"33,390"
20Oct2023 11:00:00,"34,909"
20Oct2023 12:00:00,"34,460"
20Oct2023 13:00:00,"34,528"
20Oct2023 14:00:00,"35,004"
20Oct2023 15:00:00,"36,024"
20Oct2023 16:00:00,"37,538"
20Oct2023 17:00:00,"39,157"
20Oct2023 18:00:00,"40,053"
20Oct2023 19:00:00,"40,232"
20Oct2023 20:00:00,"39,113"
20Oct2023 21:00:00,"37,669"
20Oct2023 22:00:00,"35,658"
20Oct2023 23:00:00,"34,149"
21Oct2023 0:00:00,"32,153"
21Oct2023 1:00:00,"30,252"
21Oct2023 2:00:00,"28,716"
21Oct2023 3:00:00,"27,710"
21Oct2023 4:00:00,"26,560"
21Oct2023 5:00:00,"25,818"
21Oct2023 6:00:00,"25,693"
21Oct2023 7:00:00,"25,932"
21Oct2023 8:00:00,"26,647"
21Oct2023 9:00:00,"27,320"
21Oct2023 10:00:00,"28,848"
21Oct2023 11:00:00,"29,427"
21Oct2023 12:00:00,"28,938"
21Oct2023 13:00:00,"28,412"
21Oct2023 14:00:00,"28,864"
21Oct2023 15:00:00,"29,326"
21Oct2023 16:00:00,"30,328"
21Oct2023 17:00:00,"31,982"
21Oct2023 18:00:00,"32,975"
21Oct2023 19:00:00,"33,790"
21Oct2023 20:00:00,"34,134"
21Oct2023 21:00:00,"33,448"
21Oct2023 22:00:00,"32,292"
21Oct2023 23:00:00,"31,122"
22Oct2023 0:00:00,"29,641"
22Oct2023 1:00:00,"28,038"
22Oct2023 2:00:00,"27,007"
22Oct2023 3:00:00,"26,123"
22Oct2023 4:00:00,"25,544"
22Oct2023 5:00:00,"24,814"
22Oct2023 6:00:00,"24,432"
22Oct2023 7:00:00,"24,502"
22Oct2023 8:00:00,"25,051"
22Oct2023 9:00:00,"25,405"
22Oct2023 10:00:00,"26,856"
22Oct2023 11:00:00,"27,951"
22Oct2023 12:00:00,"27,505"
22Oct2023 13:00:00,"26,714"
22Oct2023 14:00:00,"25,985"
22Oct2023 15:00:00,"25,736"
22Oct2023 16:00:00,"26,702"
22Oct2023 17:00:00,"27,883"
22Oct2023 18:00:00,"28,950"
22Oct2023 19:00:00,"30,845"
22Oct2023 20:00:00,"31,820"
22Oct2023 21:00:00,"31,713"
22Oct2023 22:00:00,"31,076"
22Oct2023 23:00:00,"30,125"
23Oct2023 0:00:00,"28,680"
23Oct2023 1:00:00,"27,271"
23Oct2023 2:00:00,"26,451"
23Oct2023 3:00:00,"25,648"
23Oct2023 4:00:00,"25,172"
23Oct2023 5:00:00,"25,145"
23Oct2023 6:00:00,"25,588"
23Oct2023 7:00:00,"26,746"
23Oct2023 8:00:00,"28,936"
23Oct2023 9:00:00,"30,513"
23Oct2023 10:00:00,"31,464"
23Oct2023 11:00:00,"31,648"
23Oct2023 12:00:00,"31,222"
23Oct2023 13:00:00,"30,543"
23Oct2023 14:00:00,"30,495"
23Oct2023 15:00:00,"30,438"
23Oct2023 16:00:00,"30,272"
23Oct2023 17:00:00,"30,895"
23Oct2023 18:00:00,"31,773"
23Oct2023 19:00:00,"32,984"
23Oct2023 20:00:00,"34,260"
23Oct2023 21:00:00,"33,672"
23Oct2023 22:00:00,"32,351"
23Oct2023 23:00:00,"31,098"
24Oct2023 0:00:00,"29,143"
24Oct2023 1:00:00,"27,526"
24Oct2023 2:00:00,"26,825"
24Oct2023 3:00:00,"25,765"
24Oct2023 4:00:00,"25,020"
24Oct2023 5:00:00,"24,869"
24Oct2023 6:00:00,"25,002"
24Oct2023 7:00:00,"26,326"
24Oct2023 8:00:00,"28,357"
24Oct2023 9:00:00,"29,960"
24Oct2023 10:00:00,"30,827"
24Oct2023 11:00:00,"30,472"
24Oct2023 12:00:00,"29,419"
24Oct2023 13:00:00,"28,629"
